8.72,2.15,18.84,-1.89
8.72,2.15,18.85,-1.88
8.72,2.14,18.85,-1.88
8.72,2.14,18.86,-1.88
8.72,2.14,18.87,-1.88
8.72,2.13,18.87,-1.88
8.72,2.13,18.88,-1.88
8.72,2.13,18.88,-1.88
8.73,2.12,18.88,-1.89
8.73,2.11,18.89,-1.89
8.73,2.1,18.9,-1.89
8.74,2.09,18.9,-1.89
8.74,2.09,18.91,-1.88
8.75,2.08,18.92,-1.88
8.74,2.08,18.93,-1.87
8.74,2.07,18.94,-1.87
8.75,2.07,18.95,-1.86
8.75,2.07,18.96,-1.85
8.75,2.07,18.97,-1.85
8.75,2.08,18.98,-1.84
8.76,2.09,18.98,-1.84
8.76,2.11,18.99,-1.84
8.77,2.12,19,-1.84
8.77,2.14,19.01,-1.84
8.78,2.15,19.01,-1.84
8.78,2.17,19.02,-1.85
8.78,2.18,19.02,-1.85
8.78,2.2,19.03,-1.85
8.77,2.21,19.03,-1.85
8.78,2.22,19.04,-1.86
8.79,2.23,19.04,-1.86
8.79,2.24,19.04,-1.87
8.79,2.24,19.05,-1.87
8.79,2.24,19.06,-1.87
8.79,2.24,19.07,-1.87
8.79,2.24,19.08,-1.86
8.79,2.24,19.09,-1.86
8.79,2.24,19.1,-1.85
8.79,2.23,19.11,-1.85
8.79,2.23,19.12,-1.84
8.79,2.23,19.13,-1.84
8.79,2.23,19.14,-1.83
8.79,2.23,19.15,-1.83
8.79,2.23,19.16,-1.83
8.79,2.23,19.17,-1.83
8.79,2.24,19.17,-1.82
8.79,2.25,19.18,-1.82
8.79,2.26,19.18,-1.82
8.79,2.26,19.18,-1.83
8.79,2.27,19.18,-1.84
8.79,2.29,19.18,-1.85
8.78,2.3,19.17,-1.87
8.81,2.32,19.17,-1.89
8.81,2.32,19.16,-1.92
8.81,2.32,19.15,-1.95
8.8,2.33,19.14,-1.99
8.76,2.35,19.13,-1.99
8.72,2.37,19.12,-2.03
8.7,2.39,19.1,-2.09
8.68,2.41,19.09,-2.15
8.67,2.45,19.07,-2.23
8.62,2.5,19.05,-2.31
8.59,2.53,19.03,-2.39
8.56,2.53,19,-2.48
8.55,2.52,18.97,-2.58
8.55,2.5,18.95,-2.69
8.56,2.5,18.92,-2.82
8.57,2.51,18.89,-2.97
8.58,2.53,18.86,-3.13
8.6,2.57,18.83,-3.3
8.63,2.61,18.8,-3.49
8.67,2.67,18.71,-3.81
8.73,2.72,18.48,-4.16
8.81,2.78,18.36,-4.41
8.89,2.84,18.42,-4.51
8.97,2.91,18.5,-4.58
9.06,2.98,18.62,-4.63
9.15,3.07,18.77,-4.67
9.26,3.16,18.93,-4.7
9.38,3.26,19.1,-4.73
9.5,3.36,19.27,-4.77
9.62,3.47,19.46,-4.8
9.75,3.58,19.66,-4.83
9.89,3.71,19.87,-4.86
10.03,3.86,20.08,-4.88
10.18,4.03,20.29,-4.88
10.34,4.2,20.51,-4.89
10.5,4.4,20.71,-4.9
10.66,4.64,20.9,-4.93
10.83,4.9,21.1,-5
11,5.17,21.29,-5.08
11.18,5.46,21.5,-5.17
11.38,5.75,21.7,-5.25
11.6,6.1,21.92,-5.37
11.83,6.61,22.13,-5.46
12.06,7.1,22.32,-5.6
12.31,7.41,22.55,-5.74
12.56,7.61,22.77,-5.9
12.75,7.57,22.97,-6.08
12.87,7.39,23.15,-6.25
12.97,7.16,23.34,-6.42
13.11,7.04,23.51,-6.61
13.19,6.85,23.73,-6.95
13.13,6.51,23.92,-7.2
12.94,5.94,24.06,-7.3
12.71,5.19,24.24,-7.3
12.48,4.27,24.42,-7.3
12.22,3.17,24.62,-7.3
11.95,1.88,24.81,-7.29
11.71,0.34,24.97,-7.3
11.51,-1.47,25.24,-7.16
11.33,-3.48,25.3,-7.28
11.15,-5.64,25.32,-7.45
10.94,-7.91,25.31,-7.65
10.69,-10.25,25.26,-7.89
10.39,-12.59,25.19,-8.12
10.03,-14.88,25.05,-8.32
9.63,-17.04,24.9,-8.57
9.22,-19.09,24.72,-8.83
8.83,-21,24.52,-9.12
8.48,-22.79,24.32,-9.4
8.17,-24.44,24.13,-9.73
7.88,-25.94,23.96,-10.05
7.62,-27.27,23.77,-10.42
7.42,-28.46,23.58,-10.86
7.26,-29.49,23.38,-11.39
7.34,-30.37,23.2,-11.93
7.2,-31.31,23.03,-12.45
7.2,-32.12,22.87,-12.98
7.06,-32.77,22.69,-13.54
6.94,-33.32,22.5,-14.08
6.83,-33.85,22.31,-14.58
6.68,-34.36,22.09,-15.09
6.73,-34.93,21.83,-15.62
6.81,-35.59,21.55,-16.16
6.9,-36.35,21.26,-16.7
7.01,-37.2,20.96,-17.29
7.19,-38.1,20.64,-17.91
7.3,-38.91,20.28,-18.55
7.25,-39.62,19.93,-19.17
7.24,-40.41,19.67,-19.71
7.09,-41.02,19.37,-20.22
6.77,-41.48,19.05,-20.74
6.26,-41.86,18.83,-21.2
5.55,-42.28,18.67,-21.63
4.82,-42.69,18.39,-22.06
4.3,-43.12,18.11,-22.45
4.19,-43.64,17.86,-22.74
4.24,-44.23,17.55,-22.91
4.42,-44.86,17.18,-23.09
4.72,-45.49,16.8,-23.25
5.06,-46.14,16.43,-23.39
5.37,-46.82,16.05,-23.54
5.59,-47.5,15.69,-23.76
5.76,-48.2,15.26,-24
5.95,-48.93,14.71,-24.23
6.07,-49.67,14.2,-24.46
6.13,-50.41,13.75,-24.7
6.18,-51.18,13.32,-24.97
6.15,-51.93,12.9,-25.19
6,-52.61,12.49,-25.37
5.87,-53.25,12.06,-25.54
5.77,-53.87,11.6,-25.73
5.55,-54.49,11.09,-25.92
5.12,-55.12,10.58,-26.13
4.5,-55.77,10.09,-26.36
3.72,-56.42,9.64,-26.59
2.73,-57.04,9.26,-26.8
1.6,-57.67,8.93,-26.95
0.47,-58.31,8.63,-27.06
-0.57,-58.97,8.33,-27.15
-1.51,-59.63,8.04,-27.24
-2.32,-60.32,7.64,-27.24
-2.97,-61.05,7.35,-27.39
-3.57,-61.81,7.08,-27.54
-4.14,-62.58,6.7,-27.8
-4.64,-63.34,6.38,-27.93
-5.06,-64.09,6.16,-27.99
-5.34,-64.82,5.61,-28.18
-5.5,-65.54,5.49,-28.19
-5.65,-66.25,5.37,-28.17
-5.81,-66.94,5.26,-28.15
-6.03,-67.6,5.15,-28.14
-6.31,-68.24,5.08,-28.16
-6.67,-68.86,5.01,-28.17
-7.13,-69.47,4.73,-28.2
-7.68,-70.04,4.52,-28.3
-8.28,-70.59,4.38,-28.43
-8.99,-71.12,4.42,-28.45
-9.69,-71.63,4.43,-28.41
-10.25,-72.13,4.43,-28.34
-10.79,-72.61,4.41,-28.25
-11.31,-73.07,4.54,-28.11
-11.84,-73.51,4.55,-27.97
-12.4,-73.92,4.5,-27.75
-12.97,-74.32,4.41,-27.6
-13.7,-74.7,4.19,-27.45
-14.62,-75.04,4.06,-27.29
-15.6,-75.37,4.09,-27.1
-16.53,-75.7,4.15,-26.92
-17.39,-76.02,4.23,-26.77
-18.3,-76.28,4.25,-26.6
-19.19,-76.53,4.29,-26.43
-20.38,-76.71,4.34,-26.23
-21.79,-76.81,4.39,-26.01
-22.56,-76.98,4.41,-25.8
-23.21,-77.14,4.45,-25.57
-23.43,-77.33,4.53,-25.32
-23.61,-77.5,4.65,-25.08
-23.79,-77.63,4.8,-24.85
-23.95,-77.72,4.79,-24.54
-23.86,-77.78,4.95,-24.14
-23.45,-77.8,5.23,-23.76
-23.15,-77.84,5.5,-23.42
-23.82,-77.89,5.74,-23.1
-25.16,-77.91,5.97,-22.82
-25.2,-77.78,6.14,-22.59
-25.25,-77.64,6.34,-22.33
-28.21,-77.55,6.51,-22.08
-28.28,-77.41,6.65,-21.83
-28.48,-77.4,6.77,-21.56
-28.09,-77.33,6.92,-21.27
-27.19,-77.32,7.11,-21
-26.01,-77.33,7.24,-20.58
-24.83,-77.33,7.4,-20.35
-23.5,-77.28,7.61,-20.16
-23.29,-77.09,7.82,-19.99
-22.97,-77,8,-19.86
-23.49,-76.8,8.16,-19.76
-24.89,-76.45,8.27,-19.72
-26.83,-76,8.41,-19.64
-28.53,-75.54,8.5,-19.68
-29.35,-75.24,8.59,-19.73
-28.9,-75.17,8.63,-19.77
-27.73,-75.25,8.7,-19.82
-26.42,-75.36,8.67,-19.82
-25.49,-75.38,8.35,-19.74
-25.57,-75.24,8.21,-19.61
-26.06,-75.07,8.21,-19.58
-26.25,-74.95,8.19,-19.57
-26.54,-74.82,8.17,-19.6
-26.9,-74.67,8.16,-19.66
-26.72,-74.64,8.19,-19.73
-26.56,-74.59,8.21,-19.81
-25.85,-74.64,8.23,-19.89
-24.87,-74.73,8.26,-19.96
-23.87,-74.8,8.26,-19.99
-22.56,-74.83,8.22,-19.98
-21.87,-74.77,8.18,-19.92
