27.95,2.18,21.24,0.02
27.95,2.17,21.24,0.03
27.95,2.16,21.25,0.03
27.95,2.15,21.25,0.04
27.95,2.13,21.26,0.05
27.95,2.12,21.26,0.06
27.95,2.1,21.27,0.06
27.95,2.08,21.27,0.07
27.95,2.06,21.26,0.07
27.94,2.04,21.25,0.08
27.94,2.02,21.24,0.08
27.94,2.01,21.22,0.09
27.94,1.98,21.2,0.09
27.94,1.97,21.17,0.08
27.94,1.96,21.13,0.07
27.94,1.96,21.09,0.05
27.93,1.94,21.03,0.02
27.94,1.93,20.98,-0.02
27.94,1.92,20.92,-0.06
27.94,1.91,20.86,-0.11
27.93,1.9,20.8,-0.17
27.93,1.87,20.75,-0.23
27.93,1.85,20.7,-0.3
27.92,1.83,20.64,-0.37
27.92,1.81,20.59,-0.44
27.92,1.78,20.54,-0.51
27.92,1.76,20.5,-0.58
27.93,1.73,20.47,-0.64
27.94,1.69,20.44,-0.7
27.95,1.66,20.42,-0.75
27.95,1.62,20.41,-0.8
27.95,1.59,20.4,-0.83
27.95,1.55,20.4,-0.86
27.95,1.52,20.4,-0.88
27.95,1.49,20.34,-0.91
27.94,1.46,20.28,-0.93
27.94,1.43,20.31,-0.92
27.94,1.4,20.35,-0.9
27.94,1.37,20.39,-0.87
27.94,1.35,20.43,-0.83
27.93,1.33,20.47,-0.79
27.93,1.31,20.51,-0.75
27.94,1.29,20.56,-0.7
27.94,1.26,20.6,-0.66
27.94,1.24,20.64,-0.61
27.94,1.23,20.67,-0.57
27.94,1.21,20.7,-0.53
27.94,1.2,20.73,-0.5
27.94,1.19,20.75,-0.47
27.94,1.18,20.78,-0.45
27.94,1.18,20.8,-0.43
27.94,1.18,20.81,-0.42
27.94,1.19,20.83,-0.41
27.94,1.19,20.84,-0.4
27.95,1.2,20.85,-0.4
27.95,1.21,20.86,-0.4
27.96,1.21,20.87,-0.4
27.96,1.22,20.88,-0.4
27.96,1.24,20.86,-0.41
27.96,1.24,20.82,-0.41
27.96,1.25,20.83,-0.41
27.97,1.27,20.85,-0.41
27.98,1.3,20.87,-0.42
27.99,1.33,20.89,-0.43
28,1.37,20.91,-0.45
28.01,1.4,20.93,-0.48
28.01,1.43,20.95,-0.52
28.02,1.45,20.96,-0.57
28.01,1.48,20.99,-0.62
28.01,1.5,21.01,-0.68
28,1.51,21.04,-0.74
27.99,1.52,21.07,-0.82
27.99,1.53,21.1,-0.89
28.01,1.55,21.13,-0.98
28.02,1.57,21.16,-1.06
28.05,1.57,21.2,-1.16
28.07,1.57,21.24,-1.26
28.08,1.57,21.28,-1.37
28.08,1.56,21.33,-1.49
28.09,1.55,21.38,-1.61
28.11,1.54,21.47,-1.77
28.17,1.52,21.37,-1.93
28.25,1.48,21.46,-2.03
28.33,1.43,21.56,-2.11
28.42,1.37,21.69,-2.18
28.49,1.29,21.84,-2.23
28.57,1.19,22,-2.26
28.66,1.06,22.18,-2.29
28.75,0.91,22.37,-2.31
28.85,0.75,22.56,-2.32
28.97,0.56,22.76,-2.31
29.09,0.35,22.97,-2.3
29.21,0.09,23.18,-2.27
29.33,-0.17,23.42,-2.22
29.46,-0.54,23.67,-2.14
29.59,-0.95,23.96,-2.06
29.74,-1.39,24.27,-1.97
29.9,-1.86,24.59,-1.86
30.08,-2.37,24.92,-1.76
30.28,-2.94,25.27,-1.65
30.49,-3.59,25.62,-1.54
30.69,-4.35,25.91,-1.45
30.89,-5.24,26.3,-1.26
31.09,-6.23,26.68,-1.03
31.33,-7.33,27.08,-0.77
31.64,-8.5,27.43,-0.49
32,-9.67,27.71,-0.22
32.48,-10.99,27.93,0.01
33.04,-12.35,28.09,0.18
33.6,-13.58,28.18,0.29
33.98,-14.83,28.23,0.33
34.25,-16.12,28.3,0.37
34.44,-17.36,28.37,0.38
34.63,-18.64,28.42,0.38
34.71,-20.04,28.4,0.4
34.67,-21.47,28.36,0.42
34.7,-22.84,28.32,0.43
34.89,-24.19,28.29,0.43
35.14,-25.5,28.26,0.44
35.35,-26.73,28.23,0.44
35.59,-27.88,28.2,0.45
35.89,-28.92,28.15,0.47
36.22,-29.91,28.1,0.5
36.61,-30.84,28.06,0.55
36.94,-31.72,28.04,0.59
37.13,-32.57,28.06,0.65
37.2,-33.42,28.1,0.72
37.08,-34.24,28.17,0.79
36.8,-35.03,28.23,0.87
36.45,-35.79,28.29,0.97
36.01,-36.5,28.33,1.06
35.48,-37.15,28.37,1.17
34.91,-37.75,28.4,1.29
34.32,-38.31,28.43,1.39
33.74,-38.79,28.45,1.48
33.18,-39.19,28.46,1.55
32.65,-39.5,28.45,1.6
32.17,-39.73,28.43,1.64
31.79,-39.9,28.38,1.66
31.49,-40,28.32,1.67
31.32,-40.07,28.26,1.67
31.23,-40.1,28.21,1.66
31.12,-40.06,28.16,1.66
30.96,-39.99,28.16,1.66
30.77,-39.89,28.1,1.65
30.53,-39.76,28.02,1.64
30.26,-39.61,27.91,1.63
30.01,-39.45,27.79,1.62
29.77,-39.27,27.66,1.58
29.55,-39.07,27.43,1.5
29.38,-38.87,27.29,1.48
29.22,-38.66,27.16,1.45
29.05,-38.42,27.03,1.42
28.83,-38.17,26.9,1.39
28.56,-37.89,26.77,1.36
28.23,-37.57,26.59,1.3
