-4.95,-21.22,-44.95,-70.16
-4.95,-21.22,-44.98,-70.2
-4.95,-21.22,-45,-70.23
-4.95,-21.23,-45.01,-70.27
-4.95,-21.23,-45.02,-70.3
-4.96,-21.22,-45.04,-70.33
-4.96,-21.22,-45.08,-70.35
-4.95,-21.23,-45.1,-70.38
-4.94,-21.24,-45.11,-70.4
-4.93,-21.24,-45.11,-70.44
-4.92,-21.24,-45.1,-70.48
-4.92,-21.23,-45.08,-70.52
-4.91,-21.23,-45.06,-70.57
-4.9,-21.23,-45.03,-70.61
-4.88,-21.24,-45.04,-70.65
-4.86,-21.24,-45.04,-70.7
-4.85,-21.24,-45.05,-70.75
-4.84,-21.24,-45.04,-70.8
-4.83,-21.24,-45.02,-70.84
-4.81,-21.24,-45.02,-70.86
-4.81,-21.24,-44.99,-70.88
-4.8,-21.23,-44.97,-70.89
-4.79,-21.22,-44.94,-70.92
-4.79,-21.2,-44.9,-70.94
-4.8,-21.19,-44.86,-70.96
-4.79,-21.18,-44.8,-70.98
-4.78,-21.18,-44.72,-71.01
-4.76,-21.18,-44.64,-71.03
-4.75,-21.17,-44.55,-71.06
-4.74,-21.16,-44.43,-71.1
-4.74,-21.14,-44.32,-71.14
-4.74,-21.13,-44.2,-71.19
-4.73,-21.13,-44.09,-71.23
-4.72,-21.13,-44.01,-71.24
-4.72,-21.12,-43.94,-71.23
-4.72,-21.11,-43.89,-71.2
-4.72,-21.11,-43.8,-71.16
-4.72,-21.1,-43.67,-71.13
-4.71,-21.09,-43.5,-71.13
-4.69,-21.09,-43.32,-71.14
-4.68,-21.09,-43.14,-71.13
-4.66,-21.08,-43.03,-71.1
-4.64,-21.08,-42.93,-71.05
-4.62,-21.07,-42.83,-71
-4.58,-21.07,-42.73,-70.96
-4.55,-21.06,-42.59,-70.94
-4.51,-21.06,-42.43,-70.95
-4.46,-21.05,-42.28,-70.97
-4.41,-21.05,-42.16,-71.01
-4.37,-21.04,-42.07,-71.05
-4.33,-21.02,-42.04,-71.08
-4.28,-21,-42.03,-71.08
-4.24,-20.99,-42.07,-71.05
-4.19,-20.97,-42.08,-71
-4.16,-20.97,-42.03,-70.98
-4.13,-20.96,-41.91,-71.01
-4.11,-20.95,-41.77,-71.05
-4.1,-20.94,-41.62,-71.09
-4.1,-20.94,-41.53,-71.09
-4.11,-20.93,-41.5,-71.08
-4.11,-20.91,-41.53,-71.05
-4.11,-20.89,-41.59,-71.02
-4.11,-20.88,-41.69,-70.98
-4.1,-20.87,-41.8,-70.97
-4.09,-20.87,-41.89,-70.98
-4.1,-20.86,-41.95,-71.01
-4.11,-20.86,-42.01,-71.07
-4.12,-20.86,-42.08,-71.12
-4.13,-20.85,-42.18,-71.17
-4.14,-20.85,-42.29,-71.2
-4.14,-20.85,-42.43,-71.21
-4.14,-20.86,-42.57,-71.21
-4.14,-20.87,-42.7,-71.22
-4.12,-20.88,-42.81,-71.22
-4.12,-20.89,-42.88,-71.23
-4.11,-20.9,-42.94,-71.24
-4.11,-20.9,-42.98,-71.23
-4.11,-20.9,-43.02,-71.22
-4.11,-20.9,-43.04,-71.2
-4.11,-20.91,-43.06,-71.19
-4.1,-20.92,-43.07,-71.2
-4.1,-20.93,-43.07,-71.21
-4.1,-20.94,-43.1,-71.22
-4.1,-20.95,-43.13,-71.23
-4.1,-20.96,-43.15,-71.24
-4.1,-20.97,-43.16,-71.25
-4.1,-20.97,-43.17,-71.26
-4.1,-20.96,-43.17,-71.28
-4.1,-20.96,-43.16,-71.29
-4.1,-20.96,-43.14,-71.31
-4.1,-20.97,-43.11,-71.32
-4.1,-20.97,-43.08,-71.33
-4.1,-20.98,-43.05,-71.34
-4.1,-20.98,-43.05,-71.35
-4.11,-20.98,-43.06,-71.35
-4.1,-20.99,-43.08,-71.33
-4.1,-20.99,-43.08,-71.32
-4.1,-20.99,-43.09,-71.32
-4.1,-20.99,-43.11,-71.32
-4.11,-20.99,-43.14,-71.3
-4.12,-20.99,-43.16,-71.29
-4.13,-20.99,-43.18,-71.28
-4.15,-20.99,-43.22,-71.25
-4.17,-20.98,-43.27,-71.23
-4.18,-20.98,-43.3,-71.21
-4.19,-20.98,-43.34,-71.21
-4.2,-20.97,-43.39,-71.2
-4.22,-20.96,-43.47,-71.19
-4.24,-20.96,-43.59,-71.19
-4.26,-20.95,-43.72,-71.18
-4.27,-20.94,-43.86,-71.17
-4.3,-20.94,-43.98,-71.18
-4.33,-20.93,-44.08,-71.19
-4.35,-20.92,-44.18,-71.21
